YYYY-MM-DD,HH:MM:SS.ssssss,W,V,A,WH,Cost,WH/Mo,Cost/Mo,Wmax,Vmax,Amax,Wmin,Vmin,Amin,PF,DC,PC,HZ,VA,
ttyS3, 2021-05-18 19:03:10.015195,21.3,122.1,0.156,137,0.035,1738.5,4.52,33,122.3,0.344,18.1,121.9,0.117,100,0,0,60.1,213, 
ttyS3, 2021-05-18 19:03:11.015195,19,122.1,0.135,137.7,0.035,1737.2,4.516,33.6,122.3,0.331,18.7,121.8,0.117,100,0,0,60.1,190, 
ttyS3, 2021-05-18 19:03:12.015195,20.5,122.3,0.157,138.5,0.036,1735.7,4.513,30.8,122.4,0.311,18.3,122,0.113,96,0,0,60.1,212, 
ttyS3, 2021-05-18 19:03:13.015195,19.4,122.3,0.132,139.2,0.036,1734.2,4.508,34.9,122.5,0.322,18.5,122,0.114,100,0,0,60.1,194, 
ttyS3, 2021-05-18 19:03:14.015195,19.1,122.5,0.179,139.9,0.036,1732.5,4.504,30.2,122.5,0.312,18.3,122.2,0.11,100,0,0,60.1,191, 
ttyS3, 2021-05-18 19:03:15.015195,19,122.4,0.16,140.7,0.036,1731.9,4.503,36.1,122.6,0.359,18.4,122.1,0.111,100,0,0,60.1,190, 
ttyS3, 2021-05-18 19:03:16.015195,19.3,122.2,0.139,141.4,0.036,1730.3,4.498,31.6,122.5,0.314,18.6,122,0.115,100,0,0,60.1,193, 
ttyS3, 2021-05-18 19:03:17.015195,20.2,122.3,0.18,142.2,0.036,1729,4.495,35.5,122.5,0.347,18.6,122,0.109,100,0,0,60.1,202, 
ttyS3, 2021-05-18 19:03:18.015195,24.3,122.5,0.147,142.9,0.037,1727.6,4.491,30.2,122.5,0.351,18.5,122.1,0.115,100,0,0,60,243, 
ttyS3, 2021-05-18 19:03:19.015195,20,122.3,0.153,143.7,0.037,1726.2,4.488,30.6,122.5,0.301,17.9,122.1,0.115,93,0,0,60.1,215, 
ttyS3, 2021-05-18 19:03:20.015195,20.7,122.8,0.139,144.4,0.037,1725.1,4.485,35.9,122.8,0.326,17.9,122,0.118,100,0,0,60.1,207, 
ttyS3, 2021-05-18 19:03:21.015195,19.4,122.4,0.182,145.2,0.037,1724.2,4.482,39.5,122.8,0.367,18.3,122,0.112,100,0,0,60,194, 
ttyS3, 2021-05-18 19:03:22.015195,18.3,122.4,0.139,145.9,0.037,1722.8,4.479,32.3,122.7,0.312,17.7,122.2,0.114,100,0,0,60.1,183, 
ttyS3, 2021-05-18 19:03:23.015195,18.5,122.3,0.137,146.6,0.038,1721.3,4.475,32.4,122.5,0.321,18,122.1,0.112,100,0,0,60,0, 
ttyS3, 2021-05-18 19:03:24.015195,36.8,122.1,0.486,147.8,0.038,1724.4,4.483,54,122.4,0.545,18.3,121.9,0.117,87,0,0,60.1,420, 
ttyS3, 2021-05-18 19:03:25.015195,36.4,122,0.334,149.1,0.038,1730.4,4.499,62.9,122.4,0.583,31.9,121.7,0.264,85,0,0,60,425, 
ttyS3, 2021-05-18 19:03:26.015195,34.9,122.3,0.319,150.6,0.039,1737.2,4.516,59.5,122.5,0.57,32.3,121.9,0.28,91,0,0,60.1,383, 
ttyS3, 2021-05-18 19:03:27.015195,34.2,122.3,0.286,151.8,0.039,1741.6,4.528,45.5,122.4,0.488,31.7,121.9,0.264,86,0,0,60.1,396, 
ttyS3, 2021-05-18 19:03:28.015195,45.1,122.2,0.415,153.1,0.039,1746.2,4.54,49.3,122.4,0.512,30.4,122,0.254,89,0,0,60.1,506, 
ttyS3, 2021-05-18 19:03:29.015195,32.7,122.3,0.285,154.4,0.04,1751.8,4.554,50.6,122.5,0.519,32.1,122.1,0.266,87,0,0,60.1,372, 
ttyS3, 2021-05-18 19:03:30.015195,41.8,122.4,0.395,155.8,0.04,1757.6,4.569,52.6,122.6,0.548,32.1,122.1,0.26,87,0,0,60.1,480, 
ttyS3, 2021-05-18 19:03:31.015195,36.4,122.3,0.291,157.1,0.04,1762.7,4.583,50.6,122.6,0.552,31.8,122.1,0.265,98,0,0,60.1,370, 
ttyS3, 2021-05-18 19:03:32.015195,7.5,122.7,0,158.5,0.041,1768.5,4.598,61.4,122.7,0.565,7.5,122.2,0,57,0,0,60.1,131, 
ttyS3, 2021-05-18 19:03:33.015195,3.1,122.6,0,158.6,0.041,1759.9,4.575,7.5,122.7,0.053,3.1,122.3,0,100,0,0,60.1,31, 
ttyS3, 2021-05-18 19:03:34.015195,3.1,122.6,0.025,158.7,0.041,1751.4,4.553,3.2,122.9,0.053,3.1,122.4,0,100,0,0,60.1,31, 
ttyS3, 2021-05-18 19:03:35.015195,3.1,122.5,0,158.8,0.041,1743,4.531,3.2,122.9,0.026,3.1,122.4,0,100,0,0,60.1,31, 
ttyS3, 2021-05-18 19:03:36.015195,3.2,122.7,0,158.9,0.041,1734.7,4.51,3.2,122.9,0.026,3.1,122.4,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:03:37.015195,3.1,122.7,0,159,0.041,1726.4,4.488,3.2,122.9,0.026,3.1,122.5,0,100,0,0,60.1,31, 
ttyS3, 2021-05-18 19:03:38.015195,3.1,122.8,0.025,159.1,0.041,1718.3,4.467,3.2,122.9,0.026,3.1,122.4,0,100,0,0,60.1,31, 
ttyS3, 2021-05-18 19:03:39.015195,3.2,122.6,0,159.2,0.041,1710.2,4.446,3.2,122.9,0.026,3.1,122.5,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:03:40.015195,3.2,122.6,0,159.3,0.041,1702.3,4.426,3.2,123,0.026,3.1,122.5,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:03:41.015195,3.2,122.8,0,159.4,0.041,1694.4,4.405,3.2,122.9,0.026,3.1,122.5,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:03:42.015195,3.2,122.8,0,159.5,0.041,1686.6,4.385,3.2,123,0.026,3.1,122.5,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:03:43.015195,3.1,123.1,0,159.6,0.041,1678.9,4.365,3.2,123.2,0.026,3.1,122.4,0,100,0,0,60.1,31, 
ttyS3, 2021-05-18 19:03:44.015195,3.1,123,0,159.7,0.041,1671.2,4.345,3.2,123.2,0.026,3.1,122.6,0,100,0,0,60.1,31, 
ttyS3, 2021-05-18 19:03:45.015195,3.1,123.1,0,159.8,0.041,1663.7,4.325,3.2,123.1,0.026,3.1,122.7,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:03:46.015195,3.2,122.8,0,159.9,0.041,1656.2,4.306,3.2,123.2,0.026,3.1,122.6,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:03:47.015195,3.2,122.9,0,160,0.041,1648.8,4.286,3.2,123,0.026,3.1,122.7,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:03:48.015195,3.2,123,0,160.1,0.041,1641.4,4.267,3.2,123.1,0.026,3.1,122.7,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:03:49.015195,3.2,122.1,0.026,160.2,0.041,1634.2,4.249,3.2,123.1,0.026,3.1,121.9,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:03:50.015195,3.1,122.3,0.025,160.3,0.041,1627,4.23,3.2,122.5,0.026,3.1,122,0,100,0,0,60.1,31, 
ttyS3, 2021-05-18 19:03:51.015195,3.1,122.2,0,160.4,0.041,1619.9,4.211,3.2,122.6,0.026,3.1,122.2,0,100,0,0,60.1,31, 
ttyS3, 2021-05-18 19:03:52.015195,3.1,122.6,0,160.5,0.041,1612.8,4.193,3.2,122.8,0.026,3.1,122.2,0,100,0,0,60.1,31, 
ttyS3, 2021-05-18 19:03:53.015195,3.1,122.1,0,160.6,0.041,1605.9,4.175,3.2,122.7,0.026,3.1,122,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:03:54.015195,3.1,122.3,0.025,160.7,0.041,1599,4.157,3.2,122.4,0.026,3.1,121.9,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:03:55.015195,3.2,122.2,0,160.8,0.041,1592.1,4.139,3.2,122.5,0.026,3.1,121.9,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:03:56.015195,3.1,122.1,0,160.9,0.041,1585.4,4.122,3.2,122.4,0.026,3.1,121.9,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:03:57.015195,3.2,122.2,0,161,0.041,1578.7,4.104,3.2,122.5,0.05,3.1,121.9,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:03:58.015195,3.1,122.4,0,161.1,0.041,1572,4.087,3.2,122.6,0.026,3.1,122,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:03:59.015195,3.2,122.4,0.026,161.2,0.041,1565.4,4.07,3.2,122.6,0.026,3.1,122.2,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:00.015195,3.2,122.4,0.026,161.3,0.041,1558.9,4.053,3.2,122.6,0.051,3.1,122.2,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:01.015195,3.2,122.5,0,161.4,0.041,1552.5,4.036,3.2,122.6,0.026,3.1,122.2,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:02.015195,3.1,122.5,0,161.5,0.042,1546.1,4.019,3.2,122.7,0.026,3.1,122.3,0,100,0,0,59.9,31, 
ttyS3, 2021-05-18 19:04:03.015195,3.2,122.6,0,161.6,0.042,1539.7,4.003,3.2,122.8,0.026,3.1,122.4,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:04.015195,3.2,122.7,0.026,161.7,0.042,1533.5,3.987,3.2,122.8,0.052,3.1,122.4,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:05.015195,3.2,122.8,0,161.8,0.042,1527.3,3.97,3.2,122.9,0.053,3.1,122.4,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:06.015195,3.1,122.5,0,161.9,0.042,1521.1,3.954,3.2,122.8,0.06,3.1,122.3,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:04:07.015195,3.1,122.4,0,162,0.042,1515,3.939,3.2,122.7,0.051,3.1,122.3,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:04:08.015195,3.1,122.5,0,162.1,0.042,1509,3.923,3.2,122.7,0.053,3.1,122.3,0,100,0,0,60.1,31, 
ttyS3, 2021-05-18 19:04:09.015195,3.2,122.6,0,162.2,0.042,1503,3.907,3.2,122.8,0.054,3.1,122.3,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:04:10.015195,3.1,122.7,0,162.3,0.042,1497,3.892,3.2,122.8,0.054,3.1,122.4,0,100,0,0,60.1,31, 
ttyS3, 2021-05-18 19:04:11.015195,3.1,122.7,0,162.4,0.042,1491.2,3.877,3.2,122.9,0.054,3.1,122.5,0,100,0,0,60.1,31, 
ttyS3, 2021-05-18 19:04:12.015195,3.2,122.5,0,162.5,0.042,1485.4,3.862,3.2,122.8,0.051,3.1,122.4,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:04:13.015195,3.2,122.6,0,162.6,0.042,1479.6,3.847,3.2,122.7,0.052,3.1,122.3,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:04:14.015195,3.2,122.5,0,162.7,0.042,1473.9,3.832,3.2,122.7,0.054,3.1,122.3,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:04:15.015195,3.1,122.3,0,162.8,0.042,1468.2,3.817,3.2,122.7,0.055,3.1,122.1,0,100,0,0,60.1,31, 
ttyS3, 2021-05-18 19:04:16.015195,3.2,122.5,0,162.9,0.042,1462.6,3.802,3.2,122.6,0.051,3.1,122.2,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:04:17.015195,3.1,122.5,0,163,0.042,1457,3.788,3.2,122.7,0.052,3.1,122.3,0,100,0,0,60.1,31, 
ttyS3, 2021-05-18 19:04:18.015195,3.2,122.4,0,163.1,0.042,1451.5,3.773,3.2,122.7,0.054,3.1,122.3,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:19.015195,3.1,122.8,0,163.2,0.042,1446,3.759,3.2,122.8,0.026,3.1,122.2,0,100,0,0,60.1,31, 
ttyS3, 2021-05-18 19:04:20.015195,3.1,122.7,0,163.3,0.042,1440.6,3.745,3.2,122.8,0.026,3.1,122.4,0,100,0,0,60.1,31, 
ttyS3, 2021-05-18 19:04:21.015195,3.1,122.6,0,163.4,0.042,1435.2,3.731,3.2,122.9,0.025,3.1,122.4,0,100,0,0,60.1,31, 
ttyS3, 2021-05-18 19:04:22.015195,3.2,122.6,0,163.5,0.042,1429.9,3.717,3.2,122.8,0.026,3.1,122.3,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:23.015195,3.2,122.6,0,163.6,0.042,1424.6,3.704,3.2,122.9,0.026,3.1,122.4,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:24.015195,3.2,122.6,0,163.7,0.042,1419.4,3.69,3.2,122.9,0.026,3.1,122.4,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:25.015195,3.2,122.6,0,163.8,0.042,1414.2,3.677,3.2,122.9,0.026,3.1,122.4,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:04:26.015195,3.2,122.5,0,163.9,0.042,1409,3.663,3.2,122.8,0.026,3.1,122.5,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:27.015195,3.1,122.7,0,164,0.042,1403.9,3.65,3.2,122.8,0.026,3.1,122.3,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:04:28.015195,3.2,122.5,0,164.1,0.042,1398.9,3.637,3.2,122.8,0.026,3.1,122.3,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:29.015195,3.1,122.8,0,164.2,0.042,1393.9,3.624,3.2,122.8,0.026,3.1,122.4,0,100,0,0,59.9,31, 
ttyS3, 2021-05-18 19:04:30.015195,3.2,122.5,0,164.3,0.042,1388.9,3.611,3.2,122.9,0.026,3.1,122.5,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:31.015195,3.1,122.7,0,164.4,0.042,1383.9,3.598,3.2,122.9,0.026,3.1,122.4,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:04:32.015195,3.2,122.7,0,164.5,0.042,1379,3.585,3.2,122.9,0.026,3.1,122.4,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:33.015195,3.2,122.8,0,164.6,0.042,1374.2,3.573,3.2,123,0.026,3.1,122.5,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:34.015195,3.2,122.7,0,164.7,0.042,1369.4,3.56,3.2,122.9,0.026,3.1,122.5,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:35.015195,3.1,122.7,0,164.8,0.042,1364.6,3.548,3.2,122.9,0.026,3.1,122.5,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:04:36.015195,3.2,122.8,0,164.9,0.042,1359.9,3.535,3.2,122.9,0.026,3.1,122.5,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:37.015195,3.2,122.8,0,165,0.042,1355.2,3.523,3.2,122.9,0.026,3.1,122.6,0,100,0,0,60,0, 
ttyS3, 2021-05-18 19:04:38.015195,3.2,122.7,0,165.1,0.042,1350.5,3.511,3.2,123,0.026,3.1,122.6,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:39.015195,3.1,122.7,0,165.2,0.042,1345.9,3.499,3.2,123,0.026,3.1,122.5,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:04:40.015195,3.1,122.9,0,165.3,0.042,1341.3,3.487,3.2,123,0.026,3.1,122.7,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:04:41.015195,3.2,123,0,165.4,0.043,1336.8,3.475,3.2,123,0.026,3.1,122.6,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:42.015195,3.2,122.8,0,165.5,0.043,1332.3,3.464,3.2,123,0.026,3.1,122.6,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:04:43.015195,3.1,123,0,165.6,0.043,1327.8,3.452,3.2,123.1,0.026,3.1,122.6,0,100,0,0,60.1,31, 
ttyS3, 2021-05-18 19:04:44.015195,3.2,123,0,165.7,0.043,1323.4,3.44,3.2,123,0.026,3.1,122.7,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:04:45.015195,3.1,122.7,0,165.8,0.043,1318.9,3.429,3.2,123.1,0.026,3.1,122.7,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:04:46.015195,3.2,122.9,0,165.9,0.043,1314.6,3.418,3.2,123.2,0.026,3.1,122.7,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:47.015195,3.2,122.8,0,166,0.043,1310.2,3.406,3.2,123.1,0.026,3.1,122.7,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:48.015195,3.1,122.9,0,166.1,0.043,1305.9,3.395,3.2,123.1,0.026,3.1,122.7,0,100,0,0,60,0, 
ttyS3, 2021-05-18 19:04:49.015195,3.2,122.9,0,166.2,0.043,1301.7,3.384,3.2,123.1,0.026,3.1,122.7,0,100,0,0,59.9,32, 
ttyS3, 2021-05-18 19:04:50.015195,3.2,122.9,0,166.3,0.043,1297.4,3.373,3.2,123.1,0.026,3.1,122.6,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:04:51.015195,3.1,122.8,0,166.4,0.043,1293.2,3.362,3.2,123,0.026,3.1,122.6,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:04:52.015195,3.2,123,0,166.5,0.043,1289.1,3.351,3.2,123,0.026,3.1,122.6,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:53.015195,3.2,122.9,0,166.6,0.043,1284.9,3.34,3.2,123,0.026,3.1,122.6,0,100,0,0,59.9,32, 
ttyS3, 2021-05-18 19:04:54.015195,3.2,122.8,0,166.7,0.043,1280.8,3.33,3.2,123,0.026,3.1,122.6,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:55.015195,3.2,122.8,0,166.8,0.043,1276.7,3.319,3.2,123.1,0.026,3.1,122.7,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:56.015195,3.1,122.9,0,166.9,0.043,1272.7,3.309,3.2,122.9,0.026,3.1,122.6,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:04:57.015195,3.2,122.6,0,167,0.043,1268.7,3.298,3.2,123,0.026,3.1,122.5,0,100,0,0,59.9,0, 
ttyS3, 2021-05-18 19:04:58.015195,3.2,122.9,0,167.1,0.043,1264.7,3.288,3.2,123,0.026,3.1,122.5,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:04:59.015195,3.1,123,0,167.2,0.043,1260.8,3.278,3.2,123,0.026,3.1,122.6,0,100,0,0,59.9,31, 
ttyS3, 2021-05-18 19:05:00.015195,3.1,122.8,0,167.3,0.043,1256.8,3.267,3.2,123,0.026,3.1,122.6,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:05:01.015195,3.1,122.8,0,167.4,0.043,1252.9,3.257,3.2,123.1,0.026,3.1,122.6,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:05:02.015195,3.2,122.8,0,167.5,0.043,1249.1,3.247,3.2,123.1,0.026,3.1,122.6,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:03.015195,3.1,122.8,0,167.6,0.043,1245.2,3.237,3.2,123.1,0.026,3.1,122.7,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:05:04.015195,3.2,122.8,0,167.7,0.043,1241.4,3.227,3.2,123,0.026,3.1,122.6,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:05.015195,3.2,122.9,0,167.8,0.043,1237.6,3.217,3.2,123,0.026,3.1,122.7,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:06.015195,3.2,123,0,167.9,0.043,1233.9,3.208,3.2,123.1,0.026,3.1,122.7,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:07.015195,3.2,123,0,168,0.043,1230.1,3.198,3.2,123.1,0.05,3.1,122.7,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:08.015195,3.1,123,0,168.1,0.043,1226.5,3.188,3.2,123.1,0.026,3.1,122.8,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:05:09.015195,3.2,122.8,0,168.2,0.043,1222.8,3.179,3.2,123.1,0.026,3.1,122.7,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:10.015195,3.2,123,0,168.3,0.043,1219.1,3.169,3.2,123.2,0.026,3.1,122.7,0,100,0,0,59.9,32, 
ttyS3, 2021-05-18 19:05:11.015195,3.2,123.1,0,168.4,0.043,1215.5,3.16,3.2,123.2,0.026,3.1,122.7,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:12.015195,3.2,123,0,168.5,0.043,1211.9,3.151,3.2,123.2,0.026,3.1,122.8,0,100,0,0,59.9,32, 
ttyS3, 2021-05-18 19:05:13.015195,3.2,123.2,0,168.6,0.043,1208.3,3.141,3.2,123.3,0.026,3.1,122.8,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:14.015195,3.2,123,0.026,168.7,0.043,1204.8,3.132,3.2,123.2,0.026,3.1,122.8,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:15.015195,3.1,123.2,0,168.8,0.043,1201.3,3.123,3.2,123.3,0.026,3.1,122.8,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:05:16.015195,3.2,122.3,0,168.9,0.043,1197.8,3.114,3.2,123.2,0.026,3.1,122.1,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:17.015195,3.2,122.3,0.026,169,0.043,1194.3,3.105,3.2,122.6,0.026,3.1,122.1,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:18.015195,3.2,122.3,0,169.1,0.043,1190.9,3.096,3.2,122.4,0.026,3.1,122,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:19.015195,3.2,122.2,0,169.2,0.043,1187.5,3.087,3.2,122.4,0.051,3.1,122,0,100,0,0,60,0, 
ttyS3, 2021-05-18 19:05:20.015195,3.2,122.3,0.026,169.3,0.044,1184.1,3.078,3.2,122.4,0.026,3.1,122,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:21.015195,3.2,122.1,0,169.4,0.044,1180.7,3.069,3.2,122.4,0.026,3.1,121.9,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:22.015195,3.1,122.2,0,169.5,0.044,1177.3,3.061,3.2,122.3,0.026,3.1,122,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:05:23.015195,3.2,122.2,0,169.6,0.044,1174,3.052,3.2,122.4,0.026,3.1,121.9,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:24.015195,3.2,122.1,0,169.7,0.044,1170.7,3.043,3.2,122.3,0.026,3.1,121.9,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:25.015195,3.1,122.1,0,169.8,0.044,1167.4,3.035,3.2,122.3,0.026,3.1,121.9,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:05:26.015195,3.2,122.1,0,169.9,0.044,1164.1,3.026,3.2,122.3,0.026,3.1,121.9,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:27.015195,3.2,122.1,0,170,0.044,1160.9,3.018,3.2,122.3,0.026,3.1,121.9,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:28.015195,3.2,122.1,0,170.1,0.044,1157.7,3.01,3.2,122.3,0.026,3.1,121.9,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:29.015195,3.2,122.2,0,170.2,0.044,1154.5,3.001,3.2,122.4,0.026,3.1,122,0,100,0,0,59.9,32, 
ttyS3, 2021-05-18 19:05:30.015195,3.2,122.2,0,170.3,0.044,1151.3,2.993,3.2,122.4,0.026,3.1,122,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:31.015195,3.2,122.1,0.026,170.4,0.044,1148.2,2.985,3.2,122.4,0.026,3.1,122,0,100,0,0,59.9,32, 
ttyS3, 2021-05-18 19:05:32.015195,3.1,122.2,0,170.5,0.044,1145,2.977,3.2,122.3,0.026,3.1,121.9,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:05:33.015195,3.2,122.3,0,170.6,0.044,1141.9,2.969,3.2,122.4,0.026,3.1,122.1,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:34.015195,3.2,122.1,0,170.7,0.044,1138.8,2.961,3.2,122.4,0.026,3.1,122,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:35.015195,3.2,122.2,0,170.8,0.044,1135.8,2.953,3.2,122.4,0.026,3.1,121.9,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:36.015195,3.2,122.2,0.026,170.9,0.044,1132.7,2.945,3.2,122.3,0.026,3.1,121.9,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:37.015195,3.2,122.2,0,171,0.044,1129.7,2.937,3.2,122.4,0.026,3.1,122,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:38.015195,3.2,122.3,0,171.1,0.044,1126.7,2.929,3.2,122.3,0.026,3.1,122,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:39.015195,3.2,122.2,0,171.2,0.044,1123.7,2.921,3.2,122.4,0.05,3.1,122,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:40.015195,3.2,122.1,0,171.3,0.044,1120.7,2.914,3.2,122.3,0.051,3.1,121.9,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:41.015195,3.2,122.2,0.026,171.4,0.044,1117.8,2.906,3.2,122.5,0.026,3.1,122,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:05:42.015195,3.2,121.6,0,171.5,0.044,1114.8,2.898,3.2,122.4,0.026,3.1,121.3,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:05:43.015195,3.2,121.5,0,171.6,0.044,1111.9,2.891,3.2,121.6,0.026,3.1,121.2,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:05:44.015195,3.2,122,0,171.7,0.044,1109,2.883,3.2,122.3,0.026,3.1,121.3,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:45.015195,3.2,122.2,0,171.8,0.044,1106.2,2.876,3.2,122.4,0.026,3.1,121.9,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:05:46.015195,3.1,122,0,171.9,0.044,1103.3,2.868,3.2,122.4,0.026,3.1,122,0,100,0,0,60,31, 
ttyS3, 2021-05-18 19:05:47.015195,3.2,122.2,0,172,0.044,1100.5,2.861,3.2,122.4,0.026,3.1,122,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:05:48.015195,3.2,122.1,0,172.1,0.044,1097.6,2.853,3.2,122.4,0.026,3.1,122,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:05:49.015195,3.2,122,0,172.2,0.044,1094.8,2.846,3.2,122.3,0.026,3.1,121.8,0,100,0,0,60.1,32, 
ttyS3, 2021-05-18 19:05:50.015195,3.2,121.9,0,172.3,0.044,1092,2.839,3.2,122.2,0.026,3.1,121.7,0,100,0,0,60,0, 
ttyS3, 2021-05-18 19:05:51.015195,3.2,122,0,172.4,0.044,1089.3,2.832,3.2,122.1,0.026,3.1,121.7,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:52.015195,3.2,121.9,0,172.5,0.044,1086.5,2.825,3.2,122.1,0.026,3.1,121.7,0,100,0,0,60,32, 
ttyS3, 2021-05-18 19:05:53.015195,3.2,121.9,0,172.6,0.044,1083.8,2.818,3.2,122.1,0.026,3.1,121.6,0,100,0,0,60,32, 
