"Meter,","Time,","W,","V,","A,","WH,","Cost,","WH/Mo,","Cost/Mo,","Wmax,","Vmax,","Amax,","Wmin,","Vmin,","Amin,","PF,","DC,","PC,","HZ,",VA,
ttyS3, 2021-03-08 16:27:09.860399,3.8,122,0.031,10.2,0.002,248.7,0.646,3.8,122.1,0.054,3.7,121.8,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:10.860399,3.8,121.9,0.031,10.2,0.002,248.7,0.646,3.8,122,0.059,3.7,121.8,0.03,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:11.860399,3.8,121.9,0.031,10.2,0.002,248.7,0.646,3.8,121.9,0.057,3.7,121.6,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:12.860399,3.8,121.8,0.031,10.2,0.002,248.7,0.646,3.8,122,0.06,3.7,121.7,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:13.860399,3.8,121.7,0.055,10.2,0.002,248.7,0.646,3.8,121.9,0.056,3.7,121.7,0,58,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:14.860399,3.7,121.9,0.03,10.2,0.002,248.7,0.646,3.8,122,0.055,3.7,121.7,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:15.860399,3.8,121.9,0.031,10.3,0.002,248.7,0.646,3.8,121.9,0.058,3.7,121.7,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:16.860399,3.7,121.8,0.03,10.3,0.002,248.7,0.646,3.8,122,0.059,3.7,121.7,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:17.860399,3.7,121.8,0.03,10.3,0.002,248.7,0.646,3.8,121.9,0.054,3.7,121.7,0.03,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:18.860399,3.8,121.8,0.031,10.3,0.002,248.7,0.646,3.8,121.9,0.056,3.7,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:27:19.860399,3.7,121.9,0.03,10.3,0.002,248.8,0.646,3.8,122,0.052,3.7,121.7,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:27:20.860399,3.8,122.1,0.031,10.3,0.002,248.8,0.646,3.8,122.1,0.062,3.7,121.8,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:27:21.860399,3.8,122.1,0.031,10.3,0.002,248.8,0.646,3.8,122.1,0.058,3.7,121.9,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:27:22.860399,3.8,122,0.055,10.3,0.002,248.8,0.646,3.8,122.1,0.062,3.7,121.8,0,55,0,1,60,0, 
ttyS3, 2021-03-08 16:27:23.860399,3.7,122,0.03,10.3,0.002,248.8,0.646,3.8,122,0.055,3.7,121.9,0,58,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:24.860399,3.7,121.9,0,10.3,0.002,248.8,0.646,3.8,122,0.059,3.7,121.8,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:25.860399,3.8,121.8,0.031,10.3,0.002,248.8,0.646,3.8,122,0.055,3.7,121.8,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:26.860399,3.8,121.8,0.031,10.3,0.002,248.8,0.646,3.8,121.9,0.06,3.7,121.6,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:27.860399,3.8,121.8,0.031,10.4,0.002,248.8,0.646,3.8,121.9,0.052,3.7,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:27:28.860399,3.7,121.8,0.03,10.4,0.002,248.8,0.646,3.8,121.9,0.057,3.7,121.7,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:27:29.860399,3.7,121.8,0.03,10.4,0.002,248.8,0.646,3.8,121.9,0.058,3.7,121.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:27:30.860399,3.7,121.9,0.03,10.4,0.002,248.8,0.646,3.8,122,0.063,3.7,121.8,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:27:31.860399,3.8,121.8,0.031,10.4,0.002,248.8,0.646,3.8,122,0.059,3.7,121.8,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:27:32.860399,3.8,121.8,0.031,10.4,0.002,248.8,0.646,3.8,122,0.051,3.7,121.8,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:33.860399,3.7,122,0.03,10.4,0.002,248.8,0.646,3.8,122,0.058,3.7,121.8,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:34.860399,3.8,121.9,0.031,10.4,0.002,248.8,0.646,3.8,122,0.056,3.7,121.7,0.03,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:35.860399,3.8,121.9,0.051,10.4,0.002,248.8,0.646,3.8,122,0.059,3.7,121.8,0,55,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:36.860399,3.7,121.9,0.03,10.4,0.002,248.8,0.646,3.8,122,0.051,3.7,121.8,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:37.860399,3.7,121.9,0.03,10.4,0.002,248.8,0.646,3.8,122,0.061,3.7,121.8,0.03,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:38.860399,3.8,121.8,0.031,10.4,0.002,248.8,0.646,3.8,122,0.059,3.7,121.7,0,55,0,1,60,0, 
ttyS3, 2021-03-08 16:27:39.860399,3.8,121.9,0.031,10.4,0.002,248.8,0.646,3.8,122,0.052,3.7,121.7,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:40.860399,3.8,121.9,0.031,10.4,0.002,248.8,0.646,3.8,122,0.061,3.7,121.8,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:41.860399,3.8,121.9,0.031,10.4,0.002,248.8,0.646,3.8,121.9,0.059,3.7,121.6,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:27:42.860399,3.8,122,0.031,10.5,0.002,248.8,0.646,3.8,122.1,0.055,3.7,121.7,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:27:43.860399,3.8,121.9,0.051,10.5,0.002,248.8,0.646,3.8,122.1,0.06,3.7,121.9,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:27:44.860399,3.7,122,0.03,10.5,0.002,248.8,0.646,3.8,122.1,0.052,3.7,121.9,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:27:45.860399,3.8,121.9,0.031,10.5,0.002,248.8,0.646,3.8,122.1,0.058,3.7,121.7,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:46.860399,3.8,122,0.031,10.5,0.002,248.8,0.646,3.8,122,0.056,3.7,121.8,0.03,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:47.860399,3.8,121.9,0.031,10.5,0.002,248.8,0.646,3.8,122,0.057,3.7,121.8,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:27:48.860399,3.8,121.9,0.031,10.5,0.002,248.8,0.646,3.8,122,0.051,3.7,121.8,0,60,0,1,59.9,0, 
ttyS3, 2021-03-08 16:27:49.860399,3.7,121.9,0.03,10.5,0.002,248.8,0.646,3.8,122.1,0.058,3.7,121.8,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:27:50.860399,3.8,122,0.031,10.5,0.002,248.8,0.646,3.8,122.1,0.059,3.7,121.9,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:27:51.860399,3.7,122,0.051,10.5,0.002,248.8,0.646,3.8,122.1,0.052,3.7,121.8,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:52.860399,3.7,121.9,0.03,10.5,0.002,248.8,0.646,3.8,122,0.059,3.7,121.8,0.03,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:53.860399,3.8,121.9,0.051,10.5,0.002,248.8,0.646,3.8,122,0.058,3.7,121.7,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:54.860399,3.8,121.8,0.05,10.6,0.002,248.8,0.646,3.8,122,0.062,3.7,121.7,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:55.860399,3.8,121.9,0.031,10.6,0.002,248.8,0.646,3.8,122,0.051,3.7,121.8,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:56.860399,3.7,121.9,0.03,10.6,0.002,248.8,0.646,3.8,122.1,0.061,3.7,121.8,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:57.860399,3.7,122,0.03,10.6,0.002,248.8,0.646,3.8,122,0.06,3.7,121.8,0.03,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:58.860399,3.8,122,0.031,10.6,0.002,248.8,0.646,3.8,122,0.059,3.7,121.8,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:27:59.860399,3.8,122,0.031,10.6,0.002,248.8,0.646,3.8,122.1,0.05,3.7,121.9,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:00.860399,3.8,122,0.031,10.6,0.002,248.8,0.646,3.8,122,0.057,3.7,121.8,0.03,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:01.860399,3.8,121.9,0.031,10.6,0.002,248.8,0.646,3.8,122,0.06,3.7,121.8,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:28:02.860399,3.8,121.9,0.031,10.6,0.002,248.8,0.646,3.8,122,0.054,3.7,121.8,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:28:03.860399,3.8,122,0.031,10.6,0.002,248.8,0.646,3.8,122.1,0.062,3.8,121.8,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:28:04.860399,3.8,122.1,0.031,10.6,0.002,248.8,0.646,3.8,122.1,0.059,3.7,121.8,0.03,60,0,1,60,0, 
ttyS3, 2021-03-08 16:28:05.860399,3.8,122.2,0.031,10.6,0.002,248.8,0.646,3.8,122.3,0.059,3.7,122.1,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:28:06.860399,3.8,122.2,0.031,10.6,0.002,248.8,0.646,3.8,122.4,0.051,3.7,122.1,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:28:07.860399,3.8,122.3,0,10.7,0.002,248.8,0.646,3.8,122.4,0.062,3.8,122.2,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:08.860399,3.8,122.2,0.052,10.7,0.002,248.8,0.646,3.8,122.3,0.058,3.7,122,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:09.860399,3.8,122.2,0.031,10.7,0.002,248.8,0.646,3.8,122.2,0.053,3.7,122,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:10.860399,3.7,122.2,0.03,10.7,0.002,248.8,0.646,3.8,122.3,0.061,3.7,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:28:11.860399,3.8,122.3,0.031,10.7,0.002,248.8,0.646,3.8,122.4,0.059,3.7,122.1,0.03,60,0,1,60,0, 
ttyS3, 2021-03-08 16:28:12.860399,3.8,122.5,0.058,10.7,0.002,248.8,0.646,3.8,122.5,0.058,3.7,122.2,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:28:13.860399,3.7,122.5,0.03,10.7,0.002,248.8,0.646,3.8,122.5,0.058,3.7,122.2,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:28:14.860399,3.8,122.1,0.031,10.7,0.002,248.8,0.646,3.8,122.5,0.057,3.7,122,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:28:15.860399,3.8,122.4,0.031,10.7,0.002,248.8,0.647,3.8,122.4,0.06,3.7,122,0.03,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:16.860399,3.8,122.3,0.031,10.7,0.002,248.8,0.647,3.8,122.4,0.057,3.7,122.2,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:17.860399,3.7,122.2,0.03,10.7,0.002,248.8,0.647,3.8,122.3,0.051,3.7,122.2,0,58,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:18.860399,3.7,122.2,0.03,10.7,0.002,248.8,0.647,3.8,122.4,0.059,3.7,122.1,0.03,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:19.860399,3.8,122.2,0.031,10.7,0.002,248.8,0.647,3.8,122.5,0.058,3.7,122.1,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:28:20.860399,3.8,122.1,0.031,10.7,0.002,248.8,0.647,3.8,122.3,0.052,3.7,122,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:28:21.860399,3.8,122.4,0.031,10.8,0.002,248.8,0.647,3.8,122.5,0.061,3.8,122,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:28:22.860399,3.8,122.6,0.05,10.8,0.002,248.8,0.647,3.8,122.6,0.056,3.8,122.3,0.03,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:23.860399,3.8,122.6,0.03,10.8,0.002,248.8,0.647,3.8,122.6,0.051,3.7,122.4,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:24.860399,3.8,122.4,0.031,10.8,0.002,248.8,0.647,3.8,122.6,0.059,3.7,122.3,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:25.860399,3.7,122.4,0.03,10.8,0.002,248.8,0.647,3.8,122.5,0.061,3.7,122.2,0.03,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:26.860399,3.8,122.4,0.031,10.8,0.002,248.8,0.647,3.8,122.5,0.06,3.7,122.2,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:27.860399,3.7,122.4,0.03,10.8,0.002,248.8,0.647,3.8,122.6,0.052,3.7,122.3,0,56,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:28.860399,3.8,122.6,0.03,10.8,0.002,248.8,0.647,3.8,122.7,0.059,3.7,122.4,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:29.860399,3.8,122.6,0.03,10.8,0.002,248.8,0.647,3.8,122.6,0.059,3.7,122.5,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:30.860399,3.8,122.6,0.03,10.8,0.002,248.8,0.647,3.8,122.6,0.058,3.7,122.4,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:31.860399,3.8,122.6,0.03,10.8,0.002,248.8,0.647,3.8,122.6,0.051,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:28:32.860399,3.7,122.6,0.03,10.8,0.002,248.8,0.647,3.8,122.6,0.057,3.7,122.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:28:33.860399,3.8,122.6,0.03,10.9,0.002,248.8,0.647,3.8,122.7,0.058,3.7,122.4,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:28:34.860399,3.8,122.6,0.03,10.9,0.002,248.8,0.647,3.8,122.7,0.054,3.7,122.4,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:28:35.860399,3.8,122.5,0.031,10.9,0.002,248.8,0.647,3.8,122.8,0.059,3.7,122.5,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:28:36.860399,3.8,122.5,0.031,10.9,0.002,248.8,0.647,3.8,122.7,0.051,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:28:37.860399,3.7,122.5,0.03,10.9,0.002,248.8,0.647,3.8,122.6,0.055,3.7,122.3,0,58,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:38.860399,3.8,122.2,0.031,10.9,0.002,248.8,0.647,3.8,122.5,0.056,3.7,122.1,0.03,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:39.860399,3.8,122.3,0.031,10.9,0.002,248.8,0.647,3.8,122.4,0.057,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:28:40.860399,3.7,122.6,0.03,10.9,0.002,248.8,0.647,3.8,122.7,0.051,3.7,122.2,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:28:41.860399,3.8,122.6,0.03,10.9,0.002,248.8,0.647,3.8,122.7,0.058,3.7,122.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:28:42.860399,3.8,122.6,0.03,10.9,0.002,248.8,0.647,3.8,122.7,0.054,3.7,122.5,0.03,60,0,1,60,0, 
ttyS3, 2021-03-08 16:28:43.860399,3.8,122.6,0.03,10.9,0.002,248.8,0.647,3.8,122.7,0.031,3.7,122.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:28:44.860399,3.7,122.7,0.03,10.9,0.002,248.8,0.647,3.8,122.8,0.058,3.7,122.6,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:28:45.860399,3.8,122.7,0.03,10.9,0.002,248.8,0.647,3.8,122.8,0.056,3.7,122.5,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:28:46.860399,3.8,122.5,0.031,11,0.002,248.8,0.647,3.8,122.8,0.06,3.7,122.3,0,58,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:47.860399,3.7,122.3,0.03,11,0.002,248.8,0.647,3.8,122.5,0.051,3.7,122.2,0,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:48.860399,3.8,122.2,0.031,11,0.002,248.8,0.647,3.8,122.5,0.058,3.7,122.1,0.03,100,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:49.860399,3.8,122.3,0.031,11,0.002,248.8,0.647,3.8,122.4,0.06,3.8,122.1,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:28:50.860399,3.8,122.4,0.05,11,0.002,248.8,0.647,3.8,122.5,0.057,3.7,122.1,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:28:51.860399,3.7,122.5,0.03,11,0.002,248.8,0.647,3.8,122.5,0.051,3.7,122.3,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:28:52.860399,3.8,122.4,0.031,11,0.002,248.8,0.647,3.8,122.5,0.054,3.7,122.3,0.03,60,0,1,60,0, 
ttyS3, 2021-03-08 16:28:53.860399,3.8,122.5,0.031,11,0.002,248.8,0.647,3.8,122.6,0.059,3.7,122.3,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:28:54.860399,3.8,122.6,0.03,11,0.002,248.8,0.647,3.8,122.6,0.052,3.7,122.4,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:28:55.860399,3.7,122.6,0.03,11,0.002,248.8,0.647,3.8,122.7,0.058,3.7,122.5,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:28:56.860399,3.8,122.5,0.031,11,0.002,248.8,0.647,3.8,122.7,0.059,3.7,122.4,0.03,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:57.860399,3.8,122.5,0.031,11,0.002,248.8,0.647,3.8,122.6,0.059,3.7,122.4,0,58,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:58.860399,3.8,122.5,0.031,11.1,0.002,248.8,0.647,3.8,122.6,0.051,3.7,122.4,0,60,0,1,60.1,0, 
ttyS3, 2021-03-08 16:28:59.860399,3.8,122.5,0.031,11.1,0.002,248.8,0.647,3.8,122.6,0.057,3.8,122.4,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:29:00.860399,3.8,122.4,0.031,11.1,0.002,248.8,0.647,3.8,122.6,0.06,3.7,122.2,0,100,0,1,60,0, 
ttyS3, 2021-03-08 16:29:01.860399,3.8,122.5,0.051,11.1,0.002,248.8,0.647,3.8,122.6,0.053,3.8,122.3,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:29:02.860399,3.8,122.5,0.031,11.1,0.002,248.9,0.647,3.8,122.6,0.054,3.7,122.3,0,58,0,1,60,0, 
ttyS3, 2021-03-08 16:29:03.860399,3.8,122.6,0.03,11.1,0.002,248.9,0.647,3.8,122.6,0.059,3.8,122.4,0.03,100,0,1,60,0, 
ttyS3, 2021-03-08 16:29:04.860399,3.8,122.5,0.031,11.1,0.002,248.9,0.647,3.8,122.7,0.06,3.7,122.4,0,60,0,1,60,0, 
ttyS3, 2021-03-08 16:29:05.860399,3.8,122.5,0.031,11.1,0.002,248.9,0.647,3.8,122.6,0.05,3.7,122.3,0,60,0,1,60,0, 
